epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,10385.6,0.65869,0.49189,0.85799,0.92061,0.94118,0.95212,0.79719,0.78228,0.62716,0.85525,0.001802,0.001802,0.001802
32,10714.8,0.67327,0.46019,0.86367,0.91134,0.93447,0.96296,0.7647,0.81941,0.70653,0.86587,0.0017954,0.0017954,0.0017954
33,11044.5,0.69339,0.46504,0.86559,0.94386,0.94118,0.96434,0.7865,0.81536,0.72264,0.86285,0.0017888,0.0017888,0.0017888
34,11372.1,0.67018,0.46089,0.86869,0.94108,0.90909,0.95267,0.79872,0.77376,0.6907,0.8542,0.0017822,0.0017822,0.0017822
35,11705.1,0.66505,0.47139,0.85788,0.93991,0.92013,0.96216,0.79044,0.82615,0.80195,0.86966,0.0017756,0.0017756,0.0017756
36,12039.6,0.65568,0.47346,0.85439,0.92269,0.94652,0.96718,0.80844,0.80417,0.60799,0.85079,0.001769,0.001769,0.001769
37,12371.7,0.65378,0.4439,0.85685,0.94084,0.89305,0.94753,0.79432,0.83015,0.98386,0.85907,0.0017624,0.0017624,0.0017624
38,12701.8,0.6592,0.43798,0.8604,0.91271,0.93583,0.95737,0.82059,0.70308,0.8171,0.83699,0.0017558,0.0017558,0.0017558
39,13029.3,0.65175,0.42793,0.84866,0.93895,0.90467,0.95779,0.80098,0.76579,0.75161,0.85032,0.0017492,0.0017492,0.0017492
40,13360.5,0.66399,0.44389,0.85908,0.93433,0.91298,0.94945,0.78931,0.81748,0.74667,0.85739,0.0017426,0.0017426,0.0017426
41,13690.4,0.66105,0.41381,0.85667,0.92185,0.88316,0.92395,0.78753,0.73475,1.03534,0.84825,0.001736,0.001736,0.001736
42,14022.2,0.65873,0.43039,0.85108,0.93735,0.88017,0.93349,0.77996,0.81816,0.83038,0.85904,0.0017294,0.0017294,0.0017294
43,14351.8,0.66176,0.42091,0.85918,0.94141,0.88235,0.92924,0.78581,0.78553,0.91794,0.85774,0.0017228,0.0017228,0.0017228
44,14681.1,0.63548,0.42687,0.84845,0.94573,0.86631,0.94334,0.80142,0.76794,1.09736,0.84212,0.0017162,0.0017162,0.0017162
45,15012.7,0.62385,0.41875,0.83955,0.93593,0.93743,0.95825,0.79521,0.78619,0.58763,0.84212,0.0017096,0.0017096,0.0017096
46,15342.4,0.64423,0.41045,0.84925,0.94546,0.92694,0.95571,0.80973,0.71925,0.71232,0.84263,0.001703,0.001703,0.001703
47,15672.6,0.6341,0.40242,0.84569,0.92642,0.94264,0.95358,0.79733,0.75907,0.65608,0.84643,0.0016964,0.0016964,0.0016964
48,15998,0.64645,0.41425,0.84819,0.9491,0.89744,0.94487,0.79441,0.77148,0.99724,0.84937,0.0016898,0.0016898,0.0016898
49,16326.5,0.61952,0.38858,0.84749,0.92793,0.89513,0.94373,0.80805,0.74102,0.77176,0.84816,0.0016832,0.0016832,0.0016832
50,16651.1,0.61832,0.39882,0.84734,0.911,0.93058,0.96486,0.83223,0.83128,0.77516,0.86135,0.0016766,0.0016766,0.0016766
51,16982.3,0.6156,0.40193,0.84616,0.93826,0.91444,0.95589,0.8017,0.77843,0.90879,0.84618,0.00167,0.00167,0.00167
52,17309.8,0.61971,0.38901,0.83561,0.93118,0.9406,0.95217,0.80148,0.7734,0.67162,0.84556,0.0016634,0.0016634,0.0016634
53,17639.6,0.63204,0.39668,0.84302,0.95228,0.90374,0.9518,0.81065,0.81443,0.9169,0.8546,0.0016568,0.0016568,0.0016568
54,17967.8,0.62415,0.39046,0.84498,0.93232,0.90374,0.94583,0.80662,0.79215,0.90956,0.85583,0.0016502,0.0016502,0.0016502
55,18292.3,0.63484,0.38744,0.85137,0.93042,0.92958,0.93953,0.78807,0.83886,0.93614,0.86411,0.0016436,0.0016436,0.0016436
56,18616.6,0.6305,0.38663,0.8394,0.90993,0.91845,0.95447,0.81578,0.80248,1.08113,0.85723,0.001637,0.001637,0.001637
57,18943,0.62688,0.38871,0.84531,0.94032,0.93048,0.95686,0.8024,0.80476,0.76727,0.85304,0.0016304,0.0016304,0.0016304
58,19266.9,0.64922,0.40149,0.85224,0.92755,0.89004,0.93196,0.80412,0.77022,1.07159,0.85567,0.0016238,0.0016238,0.0016238
59,19599.3,0.64578,0.41372,0.84695,0.92977,0.90374,0.94812,0.79293,0.79563,0.79176,0.84854,0.0016172,0.0016172,0.0016172
60,19931.4,0.63334,0.38539,0.84097,0.89715,0.93583,0.95311,0.80655,0.74522,0.90057,0.84109,0.0016106,0.0016106,0.0016106
61,20260.1,0.62026,0.38124,0.84271,0.93271,0.8984,0.93154,0.78057,0.79415,0.84106,0.8467,0.001604,0.001604,0.001604
62,20589.3,0.61669,0.37748,0.84234,0.91822,0.92513,0.94604,0.8019,0.81135,1.0407,0.8495,0.0015974,0.0015974,0.0015974
63,20915.6,0.62187,0.38531,0.82891,0.94277,0.90374,0.93862,0.80485,0.78164,1.07593,0.85064,0.0015908,0.0015908,0.0015908
64,21238.8,0.62314,0.36539,0.83947,0.95317,0.87701,0.92082,0.77941,0.80567,1.12293,0.85177,0.0015842,0.0015842,0.0015842
65,21572.2,0.60874,0.3674,0.83929,0.92877,0.93048,0.96444,0.8109,0.77466,0.60878,0.84435,0.0015776,0.0015776,0.0015776
66,21904.1,0.65766,0.38721,0.8466,0.94907,0.89693,0.95005,0.78943,0.79082,0.94742,0.85128,0.001571,0.001571,0.001571
67,22230.7,0.6411,0.37352,0.84856,0.89791,0.96257,0.94849,0.79709,0.82027,0.5942,0.85855,0.0015644,0.0015644,0.0015644
68,22564.8,0.61498,0.35773,0.83818,0.90529,0.90909,0.94502,0.79696,0.79148,0.80633,0.85592,0.0015578,0.0015578,0.0015578
69,22894.2,0.63501,0.36958,0.83964,0.91837,0.92513,0.94199,0.78978,0.82368,0.95591,0.85873,0.0015512,0.0015512,0.0015512
70,23219.7,0.63098,0.36644,0.84251,0.9444,0.90909,0.94968,0.80379,0.77851,0.71703,0.8457,0.0015446,0.0015446,0.0015446
71,23544.2,0.65315,0.38727,0.85609,0.96492,0.90909,0.96022,0.83336,0.81693,0.86574,0.84731,0.001538,0.001538,0.001538
72,23867.2,0.62738,0.36731,0.85349,0.94677,0.90374,0.95326,0.81675,0.74866,0.75331,0.83579,0.0015314,0.0015314,0.0015314
73,24190.1,0.61881,0.37196,0.84024,0.93946,0.91279,0.96198,0.83088,0.77542,0.59687,0.84268,0.0015248,0.0015248,0.0015248
74,24516.8,0.60622,0.35866,0.83706,0.91351,0.93048,0.9611,0.82148,0.75234,0.76958,0.8457,0.0015182,0.0015182,0.0015182
75,24841.6,0.62538,0.36573,0.83488,0.939,0.90558,0.9567,0.83278,0.76271,1.06163,0.84625,0.0015116,0.0015116,0.0015116
76,25162.2,0.61799,0.38759,0.8387,0.93707,0.90374,0.94229,0.81301,0.76955,0.8427,0.84987,0.001505,0.001505,0.001505
77,25490.5,0.60457,0.35949,0.82911,0.91974,0.91444,0.95616,0.8326,0.76774,0.8921,0.84785,0.0014984,0.0014984,0.0014984
78,25815,0.62039,0.36045,0.83466,0.93482,0.92036,0.95478,0.82404,0.75137,0.77126,0.84659,0.0014918,0.0014918,0.0014918
79,26147.3,0.62804,0.36135,0.83739,0.94222,0.90909,0.95092,0.82006,0.70548,0.83618,0.83464,0.0014852,0.0014852,0.0014852
80,26476.9,0.60312,0.3484,0.83492,0.95924,0.8877,0.94283,0.81085,0.71845,1.04784,0.8467,0.0014786,0.0014786,0.0014786
81,26801,0.60635,0.34912,0.83528,0.95144,0.90374,0.93544,0.8092,0.72561,1.02521,0.83669,0.001472,0.001472,0.001472
82,27126.8,0.62093,0.3578,0.8408,0.95525,0.91312,0.94684,0.8158,0.78601,0.91526,0.84823,0.0014654,0.0014654,0.0014654
83,27451.1,0.62535,0.35741,0.8516,0.92948,0.91635,0.95758,0.82391,0.75396,0.81841,0.84373,0.0014588,0.0014588,0.0014588
84,27779.2,0.62586,0.36989,0.83625,0.94007,0.92513,0.95955,0.83162,0.73649,0.64648,0.8405,0.0014522,0.0014522,0.0014522
85,28111.3,0.61908,0.35867,0.83838,0.96494,0.88314,0.95091,0.81959,0.77226,0.93936,0.84992,0.0014456,0.0014456,0.0014456
86,28437.1,0.63273,0.37091,0.83368,0.94457,0.91133,0.94901,0.8159,0.72496,0.63095,0.83757,0.001439,0.001439,0.001439
87,28760.5,0.56611,0.34668,0.8322,0.90151,0.93005,0.94328,0.82545,0.7438,1.00312,0.84305,0.0014324,0.0014324,0.0014324
88,29084.4,0.55371,0.33455,0.83302,0.93039,0.93048,0.96197,0.83259,0.69617,0.67376,0.83631,0.0014258,0.0014258,0.0014258
89,29409.9,0.57597,0.34924,0.83347,0.95983,0.91979,0.95207,0.81602,0.72355,0.86259,0.84053,0.0014192,0.0014192,0.0014192
90,29742.9,0.58418,0.35442,0.83254,0.93572,0.91979,0.95897,0.82412,0.77,0.80226,0.84763,0.0014126,0.0014126,0.0014126
91,30071.5,0.57751,0.33509,0.82928,0.96303,0.87166,0.95812,0.83712,0.76869,0.84402,0.848,0.001406,0.001406,0.001406
92,30398,0.57059,0.34106,0.82568,0.90717,0.94118,0.95527,0.83195,0.70134,0.66389,0.8355,0.0013994,0.0013994,0.0013994
93,30731.1,0.57188,0.34163,0.82875,0.95502,0.90909,0.96273,0.83972,0.70366,0.74175,0.83329,0.0013928,0.0013928,0.0013928
94,31061.7,0.56024,0.33166,0.83477,0.945,0.9188,0.9482,0.82132,0.72284,0.85174,0.83568,0.0013862,0.0013862,0.0013862
95,31390.6,0.59282,0.34929,0.83299,0.92238,0.93583,0.94904,0.83109,0.68798,0.87816,0.83413,0.0013796,0.0013796,0.0013796
96,31714.2,0.55972,0.3175,0.81896,0.93424,0.94652,0.96239,0.84409,0.67552,0.6589,0.8287,0.001373,0.001373,0.001373
97,32041.9,0.56077,0.32919,0.82582,0.94557,0.92906,0.95562,0.82627,0.71939,0.88794,0.83877,0.0013664,0.0013664,0.0013664
98,32372.1,0.5728,0.33558,0.83598,0.96067,0.91438,0.95849,0.82447,0.73571,0.86463,0.83739,0.0013598,0.0013598,0.0013598
99,32717.9,0.55615,0.32797,0.82429,0.94725,0.91979,0.95015,0.8392,0.70232,0.93674,0.83252,0.0013532,0.0013532,0.0013532
100,33090.8,0.56895,0.33105,0.82872,0.93763,0.89305,0.95186,0.82472,0.76967,0.93742,0.84386,0.0013466,0.0013466,0.0013466
101,33476.4,0.55054,0.32254,0.83135,0.92224,0.93048,0.96246,0.83495,0.70994,0.67979,0.8336,0.00134,0.00134,0.00134
102,33857.6,0.57482,0.33174,0.8225,0.932,0.93583,0.97065,0.83768,0.71592,0.70104,0.8355,0.0013334,0.0013334,0.0013334
103,34208.8,0.57269,0.32389,0.82211,0.93929,0.92513,0.96653,0.85543,0.68266,0.88982,0.82993,0.0013268,0.0013268,0.0013268
104,34557.5,0.55985,0.32154,0.82912,0.93457,0.94118,0.97315,0.84578,0.70653,0.7754,0.82944,0.0013202,0.0013202,0.0013202
105,34887.3,0.54664,0.31278,0.82821,0.95574,0.93048,0.96123,0.835,0.70765,0.76662,0.8328,0.0013136,0.0013136,0.0013136
106,35222.3,0.55983,0.32504,0.8244,0.94085,0.93565,0.9717,0.84992,0.7243,0.69136,0.83404,0.001307,0.001307,0.001307
107,35548.9,0.56027,0.32522,0.83088,0.92917,0.91979,0.95253,0.83549,0.70969,0.80974,0.8296,0.0013004,0.0013004,0.0013004
108,35873.7,0.55897,0.32244,0.8315,0.95597,0.92896,0.96335,0.84806,0.69413,0.70172,0.82658,0.0012938,0.0012938,0.0012938
109,36200.9,0.54049,0.32125,0.82493,0.94201,0.91979,0.95869,0.83996,0.72785,0.67962,0.83363,0.0012872,0.0012872,0.0012872
110,36531.1,0.56661,0.32312,0.82443,0.97185,0.92316,0.9631,0.84449,0.73389,0.74321,0.833,0.0012806,0.0012806,0.0012806
111,36869,0.56091,0.32527,0.83707,0.94188,0.94118,0.96802,0.84284,0.71911,0.65589,0.83573,0.001274,0.001274,0.001274
112,37197.5,0.58068,0.32781,0.82811,0.97141,0.90859,0.95871,0.83402,0.71247,0.85211,0.83091,0.0012674,0.0012674,0.0012674
113,37519.4,0.60449,0.33433,0.83955,0.96113,0.92563,0.96468,0.81716,0.80996,0.67116,0.84925,0.0012608,0.0012608,0.0012608
114,37845.3,0.55281,0.31282,0.8203,0.94855,0.93583,0.96649,0.8448,0.68948,0.6667,0.82411,0.0012542,0.0012542,0.0012542
115,38176.5,0.53693,0.31129,0.82627,0.96992,0.8984,0.96329,0.84745,0.71151,0.9231,0.83097,0.0012476,0.0012476,0.0012476
116,38503.2,0.54067,0.30822,0.81923,0.95525,0.91326,0.9613,0.83749,0.71417,0.84188,0.83179,0.001241,0.001241,0.001241
117,38828.1,0.5438,0.31503,0.82449,0.93527,0.92716,0.95819,0.8398,0.72084,0.7868,0.83025,0.0012344,0.0012344,0.0012344
118,39147.8,0.52991,0.30377,0.82214,0.95513,0.91444,0.95951,0.83474,0.74209,0.676,0.83785,0.0012278,0.0012278,0.0012278
119,39475.8,0.54968,0.32374,0.81896,0.92013,0.92404,0.95425,0.83743,0.69365,0.79608,0.82664,0.0012212,0.0012212,0.0012212
120,39795.7,0.5277,0.30708,0.81021,0.95038,0.92179,0.96244,0.83064,0.76354,0.6364,0.83608,0.0012146,0.0012146,0.0012146
121,40119.2,0.53469,0.30952,0.81567,0.96261,0.90909,0.96595,0.83619,0.76385,0.65608,0.83903,0.001208,0.001208,0.001208
122,40443.8,0.54051,0.31809,0.82292,0.94082,0.91444,0.96089,0.83969,0.75497,0.70137,0.84127,0.0012014,0.0012014,0.0012014
123,40769,0.53615,0.30394,0.82076,0.91873,0.95187,0.96418,0.84335,0.7206,0.76303,0.83295,0.0011948,0.0011948,0.0011948
124,41094.3,0.53969,0.32197,0.82439,0.95367,0.92513,0.96063,0.83492,0.69074,0.68291,0.8265,0.0011882,0.0011882,0.0011882
125,41433.4,0.54537,0.30554,0.82071,0.93993,0.92035,0.97294,0.85741,0.71109,0.64961,0.83412,0.0011816,0.0011816,0.0011816
126,42406.5,0.53845,0.31105,0.81762,0.93996,0.94652,0.96586,0.84282,0.68585,0.67961,0.82603,0.001175,0.001175,0.001175
127,43859.7,0.52063,0.29749,0.80564,0.94418,0.92513,0.96777,0.8541,0.70134,0.6903,0.82951,0.0011684,0.0011684,0.0011684
128,44281,0.51937,0.30689,0.813,0.91979,0.94118,0.96622,0.83989,0.72992,0.6591,0.83486,0.0011618,0.0011618,0.0011618
129,44732.8,0.53741,0.30998,0.82068,0.90787,0.9485,0.95918,0.84266,0.69202,0.63401,0.83033,0.0011552,0.0011552,0.0011552
130,45189.3,0.53108,0.30279,0.81847,0.9491,0.8984,0.94908,0.83073,0.73483,0.94036,0.83686,0.0011486,0.0011486,0.0011486
131,45634.4,0.53265,0.30782,0.81838,0.95013,0.8984,0.96004,0.83339,0.71188,0.87807,0.83646,0.001142,0.001142,0.001142
132,46093.9,0.52162,0.30311,0.81497,0.9275,0.92513,0.95571,0.8338,0.71155,0.72417,0.8305,0.0011354,0.0011354,0.0011354
133,47674.9,0.51752,0.29816,0.82035,0.97257,0.89305,0.96148,0.84155,0.72111,0.7833,0.83365,0.0011288,0.0011288,0.0011288
134,48114.9,0.52672,0.30319,0.82143,0.94512,0.92513,0.96204,0.84441,0.72031,0.8922,0.83324,0.0011222,0.0011222,0.0011222
135,48429.4,0.55301,0.30939,0.82789,0.95497,0.90721,0.94917,0.82368,0.74242,0.99619,0.84194,0.0011156,0.0011156,0.0011156
136,48737,0.5464,0.31113,0.8223,0.94615,0.9395,0.9649,0.82494,0.77441,0.60588,0.8433,0.001109,0.001109,0.001109
137,49045.4,0.52061,0.29505,0.81767,0.92094,0.93443,0.95121,0.8239,0.76762,0.7627,0.84349,0.0011024,0.0011024,0.0011024
138,49351.1,0.52481,0.29908,0.81844,0.91235,0.95187,0.96215,0.85608,0.70883,0.76722,0.83277,0.0010958,0.0010958,0.0010958
139,49661.9,0.50951,0.28502,0.81452,0.94449,0.93048,0.95686,0.8481,0.73728,0.87664,0.83493,0.0010892,0.0010892,0.0010892
140,49968.7,0.5105,0.28605,0.8203,0.96202,0.89305,0.95967,0.8484,0.79354,1.02844,0.84342,0.0010826,0.0010826,0.0010826
